tweet_id,Number_of_Likes,retweet_count
667524857454854144,1619,1063
667517642048163840,352,181
667509364010450944,6500,2021
667502640335572993,519,212
667495797102141441,500,253
667491009379606528,506,212
667470559035432960,243,90
667455448082227200,183,56
667453023279554560,297,84
667443425659232256,748,546
667437278097252352,431,225
667435689202614272,295,82
667405339315146752,447,213
667393430834667520,186,52
667369227918143488,350,153
667211855547486208,465,227
667200525029539841,586,248
667192066997374976,366,93
667188689915760640,711,379
667182792070062081,13648,5852
667177989038297088,183,51
667176164155375616,582,434
667174963120574464,233,74
667171260800061440,210,79
667165590075940865,2566,1071
667160273090932737,247,60
667152164079423490,45529,16055
667138269671505920,4365,2071
667119796878725120,317,123
667090893657276420,317,118
667073648344346624,379,112
667070482143944705,80,14
667065535570550784,161,42
667062181243039745,209,49
667044094246576128,175,46
667012601033924608,428,211
666996132027977728,231,84
666983947667116034,2431,929
666837028449972224,767,522
666835007768551424,200,77
666826780179869698,242,88
666817836334096384,490,236
666804364988780544,220,85
666786068205871104,717,457
666781792255496192,366,179
666776908487630848,331,161
666739327293083650,222,62
666701168228331520,408,206
666691418707132416,175,45
666649482315059201,1059,582
666644823164719104,221,76
666454714377183233,489,199
666447344410484738,98,18
666437273139982337,116,42
666435652385423360,158,47
666430724426358785,299,177
666428276349472768,156,77
666421158376562688,301,105
666418789513326592,114,42
666411507551481857,413,298
666407126856765440,100,32
666396247373291520,158,75
666373753744588802,173,83
666362758909284353,727,519
666353288456101888,198,66
666345417576210432,274,128
666337882303524864,181,83
666293911632134144,467,319
666287406224695296,136,62
666273097616637952,161,71
666268910803644416,95,32
666104133288665088,13634,5985
666102155909144576,70,11
666099513787052032,142,60
666094000022159362,153,67
666082916733198337,103,41
666073100786774016,297,146
666071193221509120,136,53
666063827256086533,447,197
666058600524156928,105,54
666057090499244032,268,126
666055525042405380,408,220
666051853826850816,1125,776
666050758794694657,125,51
666049248165822465,96,39
666044226329800704,271,132
666033412701032449,112,41
666029285002620928,121,42
666020888022790149,2411,462
